recipe_id,name,description,cook_time_in_minutes,preparation_time_in_minutes,total_time_in_minutes,image_url,number_of_views
210,Apple Crepe ( Eggless Desserts Recipe),"Apple crêpes are an irresistible delight of delicious crêpes folded over a sweet and spiced apple filling, and glazed with orange marmalade! slice the apples just before making the filling, to avoid discolouration. Lemon juice is added to enhance the sweet yet tangy flavour of the marmalade. ",12,10,22,https://www.tarladalal.com/members/9306/big/big_apple_crepe_(_eggless_desserts_recipe)-11913.jpg?size=696X905,21362 times
211,Apple Crisp Pudding,"Unlike regular Puddings , which are soft and mushy, this apple pudding has a unique crumbly texture that will stand out as special. This special touch is brought out by topping the apple slices with a hand-mixed mixture of wheat flour, oats, brown sugar, butter and spices before baking. This mixture crisps when cooked, lending a memorable texture to the apple slices. Enjoy the Apple Crisp Pudding warm, soon after it is baked, to enjoy the maximum flavour of the spices and the best texture too. ",0,15,45,https://www.tarladalal.com/members/9306/big/big_apple_crisp_pudding-10447.jpg?size=696X905,48939 times
212,Apple Crumble,"Apple Crumble... that’s a delicacy our hearts would crumble at the sight of. The fruity aroma of stewed apples together with the intense aroma of cinnamon makes one feel giddy with delight. If this indulgence has been banned from your menu, as it is laden with refined flour, butter, sugar and other must-avoid items, we have good news for you. This heart-friendly, high-fibre version features stewed apples baked with a topping of high-fibre muesli, loaded with oats and nuts. Walnuts, though a bit fatty, do more good than harm as they are rich in omega-3 fatty acids, which keep the arteries healthy and elastic, strengthening the heart as well.",11,10,36,https://www.tarladalal.com/members/9306/big/big_apple_crumble-8679.jpg?size=696X905,68206 times
213,Apple Crumble ( Microwave Recipes),"Apple is a multi-talented fruit that can be baked, chilled, juiced and of course served as it is! it is especially useful in desserts, as a filling. The soft and moist yet crisp feel of apple is much liked by all, whether it is in the form of a crumble or a pie. This easy recipe can be made quickly using the Microwave and served with Rich Vanilla Ice-cream for an exotic feel. Remember to rub together the butter and flour until fine crumbs are formed. ",10,10,20,https://www.tarladalal.com/members/9306/big/big_apple_crumble_(_microwave_recipes)-10295.jpg?size=696X905,76946 times
214,Apple Cucumber Juice,Fibre-rich apples and juicy cucumber make a light and invigorating juice that helps to detoxify the body and keep your skin glowing all day!,0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_cucumber_juice-9517.jpg?size=696X905,31363 times
215,Apple Cucumber Parsley Infused Water,"Apple Cucumber Parsley Infused Water will curb your appetite. Try this unique flavorful blend of detox water as the blend of parsley and cucumber will help in flushing out the harmful toxins from your body and provide you a healthier skin.Fruit Infuser Water Bottles are easily available all over India, in online shops as well as the home needs section of supermarkets and retail chains. If you don’t have a Fruit Infuser Bottle, you can just use any glass jar or pitcher. Put the fruit and herbs in the pitcher along with water and allow them to infuse for 2 to 3 hours. Then, strain the mixture to get detox water. The fruit and herbs can be discarded or more water can be added to make more detox water. Do not use the fruit and herbs for more than twice.You can also try other fruits and herbs combo like Strawberry Lemon Basil Infused Water and Sweet Lime Coriander Mint Infused Water .",0,5,1853,https://www.tarladalal.com/members/9306/big/big_apple_cucumber_parsley_infused_water-13045.jpg?size=696X905,3227 times
216,Apple Cups with Fresh Fruits,"This irresistible snack is a perfect example of culinary innovation. It is easy, quick and super tasty! All you need to do is make dainty cups out of apples, and fill it with mixed fruits and glistening strawberry jelly cubes flavoured with chaat masala. The chaat masala gives this dish a spicy touch and together with the juicy fruits, it causes a splurge of flavours on your palate! Feel free to mix-and-match different fruits and different flavoured jellies to make the Apple Cup with Fresh Fruits, so you end up with a different exciting creation every time!Check out our collection of Fruit Based Desserts that can turn an average meal into a memorable event. ",0,10,10,https://www.tarladalal.com/members/9306/big/big_fruity_and_jelly_cups-12029.jpg?size=696X905,15439 times
217,Apple Dragon Fruit Vegan Smoothie,"When it comes to foods like smoothies and salads there are so many different combinations possible that you can have a different one everyday!! Today why don’t you try this awesome Apple Dragon Fruit Vegan Smoothie, which is loaded with the goodness of apples and dragon fruit. While the benefits of apple are well-known, dragon fruit too is a treasure trove of nutrients especially vitamin C and antioxidants. Loaded with iron and protein , almond milk is great for endurance athletes. It’s a good milk substitute for lactose intolerant folks. If you want the smoothie sweeter add half a banana to it. Try other healthy smoothie recipes like Papaya and Green Apple Smoothie or Hydrating Energizing Smoothie . ",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_dragon_fruit_vegan_smoothie-13709.jpg?size=696X905,3514 times
218,Apple Fizz,"This refreshing drink will send a stream of energy bursting through your body and boost your spirits as well. Quite simple to make, the Apple Fizz involves perking up apple juice with soda and mint leaves. What makes this drink so special is that it packs in a lot more fun along with the fizz! The mint leaves give the drink a herby touch, which balances the sweetness of the apples beautifully. Likewise, the addition of chopped unpeeled apples gives the drink a vibrant colour and a nice crunch too. You will thoroughly enjoy the myriad flavours and textures that this drink presents.Check out our recipes of delectable nibbles like Crusty Potato Fingers , Onion Rings and Spaghetti Balls to go down as a treat with this refreshing drink.",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_lemon_fizz-10940.jpg?size=696X905,100465 times
219,Apple Halwa,"The mushy sweetness of cooked apples and the crunchy nuttiness of walnuts are a made-for-each-other match. Here, this admirable duo comes to you in the form of a tasty Apple Halwa prepared with sautéed apples, mawa and milk cooked with sugar and walnuts. While this gives the perfect flavour and texture, a dash of vanilla imparts an aroma that kids cannot resist. You could prepare this as an after-school tiffin for your kids, or as an anytime treat for your whole family, but make sure you serve it within an hour or preparation after which the flavours tend to wane.",25,15,40,https://www.tarladalal.com/members/9306/big/big_apple_halwa_(_tiffin_treats_for_kids_)-9810.jpg?size=696X905,143642 times
220,Apple Honey Pancake,"Here is a dessert that can double up as a breakfast too! Semi-sweet yet rich with the fruity goodness of apples and the seductive aroma of honey, the Apple Honey Pancake is a no-fuss dessert perfect for kids and adults alike. To make it sweeter, you can drizzle some more honey or scoop out some ice-cream atop the pancakes while serving.",8,10,18,https://www.tarladalal.com/members/9306/big/big_apple_honey_pancakes_(_recipe_for_toddlers)-8345.jpg?size=696X905,85197 times
221,Apple Jalebi ( Eggless Desserts Recipe),"Batter-coated apple rings fried till crisp and coated with fragrant saffron-flavoured sugar syrup… doesn’t that sound heavenly? it is! apple jalebi is nothing short of a delicacy, especially if served immediately after preparation. To make sure your jalebis are perfect, you need to be tactful when dipping the apple slices in the batter, because you need to dip them quickly yet carefully!",20,10,30,https://www.tarladalal.com/members/9306/big/big_apple_jalebi-2485.jpg?size=500X528,58773 times
222,Apple Jam,"A rich, amber-coloured jam with a hint of lemon, the Apple Jam is a perfect accompaniment to a loaf of freshly baked bread, croissants, or pancakes too. Instead of adding cinnamon powder to the jam, you may also choose to dip a stick of cinnamon into the jam while it is still hot, and lid the jar for a while, allowing the flavour to ooze in naturally and mildly. The coarse texture, which results from grating rather than blending the apples, is a specialty of this jam. But, of course, the best part is that it can be prepared in a jiffy using the microwave oven, so you can prepare fresh jam anytime you wish to!",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_jam_(_microwave_recipe)-8896.jpg?size=696X905,76941 times
223,"Apple Jam with Cinnamon Recipe, Vegan and Gluten Free","Uncountable varieties of jam might be available in the market, but nothing can match the taste of fresh, homemade jam. It is not only tasty but also satisfying – those who make their own bread and jam consider it a matter of pride! Surprisingly, making jam is not always complex. There are some jams that are quite foolproof and can be made by anybody. This Apple Jam with Cinnamon is one such. Apple and cinnamon are a made-for-each-other combo, which feature in many dishes and desserts including the famous Apple Pie . Here again, the duo feature in all their glory, giving you an aromatic and aesthetically flavoured jam, which can be enjoyed with a buttery toast, plain bread or even roti! This jam can be stored at room temperature for 5 or 7 days, and for 15 days in the fridge.You can also try other popular jam recipes like Thousand Island Dresssing ( Fast Foods Made Healthy Recipe) and Strawberry Jam ",22,10,32,"https://www.tarladalal.com/members/9306/big/big_apple_jam_with_cinnamon_recipe,_vegan_and_gluten_free-13458.jpg?size=696X905",4876 times
